band,y,x
1,45.15081865,-81.4358826
1,45.14196544,-81.45358901
1,45.14196544,-81.41817619
1,45.13311224,-81.40046978
1,45.12425903,-81.45358901
1,45.12425903,-81.4447358
1,45.12425903,-81.32964414
1,45.11540583,-81.49785503
1,45.10655262,-81.36505696
1,45.10655262,-81.28537812
1,45.08884621,-81.4358826
1,45.08884621,-81.30308453
1,45.07999301,-81.48900183
1,45.07999301,-81.37391016
1,45.07999301,-81.32964414
1,45.0711398,-81.4447358
1,45.0622866,-81.46244221
1,45.0622866,-81.38276337
1,45.05343339,-81.38276337
1,45.05343339,-81.28537812
1,45.05343339,-81.27652491
1,45.04458019,-81.39161657
1,45.03572698,-81.45358901
1,45.03572698,-81.42702939
1,45.03572698,-81.40932298
1,45.03572698,-81.28537812
1,45.02687378,-81.45358901
1,45.02687378,-81.41817619
1,45.00916737,-81.4358826
1,45.00916737,-81.41817619
1,45.00916737,-81.40932298
1,45.00916737,-81.39161657
1,45.00031416,-81.26767171
1,44.99146096,-81.35620376
1,44.98260775,-81.32964414
1,44.97375455,-81.37391016
1,44.97375455,-81.36505696
1,44.97375455,-81.34735055
1,44.94719494,-81.40932298
1,44.94719494,-81.33849735
1,44.93834173,-81.34735055
1,44.91178212,-81.31193773
1,44.91178212,-81.13487364
1,44.90292891,-81.32079094
1,44.89407571,-81.35620376
1,44.89407571,-81.34735055
1,44.8852225,-81.33849735
1,44.8852225,-81.32079094
1,44.8763693,-81.2588185
1,44.8763693,-81.2499653
1,44.85866289,-81.31193773
1,44.84980968,-81.32079094
1,44.84980968,-81.31193773
1,44.84095648,-81.32079094
1,44.84095648,-81.31193773
1,44.83210327,-81.31193773
1,44.81439686,-81.13487364
1,44.71701161,-81.20569927
1,44.71701161,-81.19684607
1,44.70815841,-81.21455248
1,44.70815841,-81.20569927
1,44.690452,-81.22340568
1,44.68159879,-81.23225889
1,44.68159879,-81.22340568
1,44.68159879,-81.17028645
1,44.67274559,-81.17028645
1,44.66389238,-81.19684607
1,44.66389238,-81.18799286
1,44.66389238,-81.17913966
1,44.65503918,-81.19684607
1,45.23049749,-81.28537812
1,45.22164428,-81.71918515
1,45.21279108,-81.67491913
1,45.21279108,-81.66606592
1,45.21279108,-81.56868067
1,45.21279108,-81.30308453
1,45.20393787,-81.70147874
1,45.20393787,-81.67491913
1,45.20393787,-81.6217999
1,45.20393787,-81.61294669
1,45.20393787,-81.59524028
1,45.20393787,-81.58638708
1,45.19508467,-81.6217999
1,45.19508467,-81.57753388
1,45.19508467,-81.56868067
1,45.19508467,-81.55982747
1,45.19508467,-81.54212106
1,45.19508467,-81.48900183
1,45.18623147,-81.55982747
1,45.18623147,-81.48014862
1,45.18623147,-81.46244221
1,45.18623147,-81.45358901
1,45.16852506,-81.49785503
1,45.15967185,-81.56868067
1,45.15081865,-81.57753388
1,45.14196544,-81.46244221
1,45.14196544,-81.38276337
1,45.14196544,-81.37391016
1,45.13311224,-81.55982747
1,45.13311224,-81.37391016
1,45.12425903,-81.51556144
1,45.12425903,-81.50670824
1,45.11540583,-81.50670824
1,45.10655262,-81.29423132
1,45.09769942,-81.45358901
1,45.07999301,-81.47129542
1,45.07999301,-81.42702939
1,45.0711398,-81.42702939
1,45.0622866,-81.48014862
1,45.05343339,-81.48014862
1,45.04458019,-81.45358901
1,45.01802057,-81.4447358
1,45.00916737,-81.40046978
1,44.98260775,-81.42702939
1,44.95604814,-81.35620376
1,44.94719494,-81.41817619
1,44.85866289,-81.17913966
1,44.85866289,-81.01978197
1,44.84095648,-81.03748838
1,44.77898404,-81.17913966
1,44.77013084,-81.19684607
1,44.6993052,-81.21455248
1,44.690452,-81.23225889
1,44.690452,-81.21455248
1,44.68159879,-81.17913966
1,45.23935069,-81.66606592
1,45.23935069,-81.57753388
1,45.23049749,-81.66606592
1,45.22164428,-81.53326785
1,45.21279108,-81.52441465
1,45.21279108,-81.51556144
1,45.21279108,-81.50670824
1,45.21279108,-81.49785503
1,45.20393787,-81.68377233
1,45.20393787,-81.57753388
1,45.20393787,-81.55982747
1,45.20393787,-81.47129542
1,45.20393787,-81.4358826
1,45.20393787,-81.39161657
1,45.19508467,-81.46244221
1,45.19508467,-81.4447358
1,45.16852506,-81.58638708
1,45.15967185,-81.51556144
1,45.08884621,-81.47129542
1,45.0711398,-81.48900183
1,45.0622866,-81.39161657
1,45.05343339,-81.46244221
1,45.03572698,-81.4447358
1,45.00916737,-81.29423132
1,44.99146096,-81.36505696
1,44.96490135,-81.01978197
1,44.94719494,-81.40046978
1,44.94719494,-81.35620376
1,44.8852225,-81.31193773
1,44.8852225,-80.96666274
1,44.8763693,-81.22340568
1,44.85866289,-81.28537812
1,44.68159879,-81.29423132
1,45.23935069,-81.55982747
1,45.23935069,-81.51556144
1,45.23935069,-81.39161657
1,45.23049749,-81.54212106
1,45.23049749,-81.51556144
1,45.23049749,-81.50670824
1,45.22164428,-81.52441465
1,45.22164428,-81.51556144
1,45.22164428,-81.50670824
1,45.22164428,-81.4358826
1,45.22164428,-81.42702939
1,45.22164428,-81.29423132
1,45.21279108,-81.68377233
1,45.21279108,-81.6217999
1,45.21279108,-81.54212106
1,45.21279108,-81.40932298
1,45.21279108,-81.36505696
1,45.21279108,-81.31193773
1,45.21279108,-81.29423132
1,45.20393787,-81.60409349
1,45.20393787,-81.48900183
1,45.20393787,-81.48014862
1,45.20393787,-81.40046978
1,45.20393787,-81.36505696
1,45.18623147,-81.55097426
1,45.18623147,-81.54212106
1,45.18623147,-81.4358826
1,45.15081865,-81.56868067
1,45.12425903,-81.53326785
1,45.12425903,-81.52441465
1,45.09769942,-81.51556144
1,45.0711398,-81.41817619
1,45.04458019,-81.30308453
1,45.02687378,-81.42702939
1,44.99146096,-81.41817619
1,44.97375455,-81.4358826
1,44.95604814,-81.01092877
1,44.92948853,-81.13487364
1,44.86751609,-81.18799286
1,44.86751609,-81.17913966
1,44.82325007,-81.26767171
1,44.82325007,-81.15258004
1,44.82325007,-81.14372684
1,44.82325007,-81.13487364
1,44.81439686,-81.15258004
1,44.81439686,-81.14372684
1,44.80554366,-81.19684607
1,44.80554366,-81.14372684
1,44.80554366,-81.10831402
1,44.79669045,-81.2588185
1,44.79669045,-81.14372684
1,44.79669045,-81.11716723
1,44.79669045,-81.10831402
1,44.79669045,-81.09060761
1,44.78783725,-81.18799286
1,44.78783725,-81.17913966
1,44.78783725,-81.10831402
1,44.77898404,-81.17028645
1,44.77013084,-81.17028645
1,44.76127763,-81.19684607
1,44.76127763,-81.18799286
1,44.75242443,-81.15258004
1,44.74357123,-81.2588185
1,44.74357123,-81.17913966
1,44.72586482,-81.20569927
1,44.6993052,-81.19684607
1,44.690452,-81.29423132
1,44.690452,-81.28537812
1,45.31902954,-81.73689156
1,45.30132313,-81.61294669
1,45.29246992,-81.71918515
1,45.29246992,-81.71033195
1,45.26591031,-81.70147874
1,45.26591031,-81.65721272
1,45.2570571,-81.65721272
1,45.2482039,-81.68377233
1,45.2482039,-81.67491913
1,45.2482039,-81.66606592
1,45.2482039,-81.60409349
1,45.2482039,-81.59524028
1,45.2482039,-81.58638708
1,45.23935069,-81.67491913
1,45.23935069,-81.65721272
1,45.23935069,-81.55097426
1,45.23935069,-81.38276337
1,45.23935069,-81.32079094
1,45.23049749,-81.58638708
1,45.23049749,-81.57753388
1,45.23049749,-81.40932298
1,45.23049749,-81.40046978
1,45.23049749,-81.38276337
1,45.23049749,-81.32964414
1,45.23049749,-81.32079094
1,45.22164428,-81.67491913
1,45.22164428,-81.57753388
1,45.22164428,-81.56868067
1,45.22164428,-81.54212106
1,45.22164428,-81.39161657
1,45.22164428,-81.34735055
1,45.22164428,-81.33849735
1,45.22164428,-81.31193773
1,45.22164428,-81.30308453
1,45.21279108,-81.53326785
1,45.20393787,-81.52441465
1,45.20393787,-81.51556144
1,45.20393787,-81.50670824
1,45.20393787,-81.49785503
1,45.20393787,-81.38276337
1,45.20393787,-81.37391016
1,45.19508467,-81.33849735
1,45.19508467,-81.32964414
1,45.18623147,-81.65721272
1,45.18623147,-81.51556144
1,45.16852506,-81.33849735
1,45.15967185,-81.40932298
1,45.13311224,-81.32964414
1,45.12425903,-81.49785503
1,45.11540583,-81.52441465
1,45.11540583,-81.41817619
1,45.11540583,-81.30308453
1,45.10655262,-81.41817619
1,45.08884621,-81.46244221
1,45.07999301,-81.46244221
1,45.07999301,-81.4358826
1,45.07999301,-81.41817619
1,45.07999301,-81.40046978
1,45.0711398,-81.4358826
1,45.0711398,-81.40932298
1,45.0711398,-81.36505696
1,45.0711398,-81.32079094
1,45.0622866,-81.4358826
1,45.04458019,-81.40932298
1,45.04458019,-81.40046978
1,45.04458019,-81.38276337
1,45.04458019,-81.37391016
1,45.02687378,-81.40046978
1,45.02687378,-81.39161657
1,45.01802057,-81.45358901
1,45.00916737,-81.4447358
1,45.00916737,-81.37391016
1,45.00031416,-81.40932298
1,45.00031416,-81.40046978
1,45.00031416,-81.31193773
1,45.00031416,-81.2588185
1,44.99146096,-81.40046978
1,44.95604814,-81.33849735
1,44.92948853,-81.34735055
1,44.92948853,-81.04634159
1,44.92063532,-81.37391016
1,44.92063532,-81.02863518
1,44.91178212,-81.37391016
1,44.90292891,-81.19684607
1,44.89407571,-81.31193773
1,44.89407571,-81.28537812
1,44.8852225,-81.28537812
1,44.8763693,-81.34735055
1,44.8763693,-81.33849735
1,44.8763693,-81.29423132
1,44.8763693,-81.24111209
1,44.8763693,-81.15258004
1,44.86751609,-81.23225889
1,44.84980968,-81.30308453
1,44.84980968,-80.89583711
1,44.84095648,-81.30308453
1,44.84095648,-81.15258004
1,44.84095648,-80.89583711
1,44.83210327,-81.30308453
1,44.83210327,-81.29423132
1,44.83210327,-81.28537812
1,44.83210327,-81.20569927
1,44.83210327,-81.09946082
1,44.83210327,-81.04634159
1,44.82325007,-81.27652491
1,44.82325007,-81.11716723
1,44.81439686,-81.09946082
1,44.80554366,-81.11716723
1,44.78783725,-81.26767171
1,44.78783725,-81.2499653
1,44.77898404,-81.2588185
1,44.77013084,-81.24111209
1,44.76127763,-81.17028645
1,44.76127763,-81.14372684
1,44.75242443,-81.14372684
1,44.71701161,-81.21455248
1,44.690452,-81.17913966
1,44.67274559,-81.16143325
1,45.31017633,-81.71918515
1,45.23935069,-81.54212106
1,45.23935069,-81.53326785
1,45.23049749,-81.47129542
1,45.23049749,-81.31193773
1,45.23049749,-81.29423132
1,45.22164428,-81.49785503
1,45.22164428,-81.32964414
1,45.22164428,-81.32079094
1,45.21279108,-81.60409349
1,45.21279108,-81.41817619
1,45.21279108,-81.40046978
1,45.21279108,-81.35620376
1,45.20393787,-81.4447358
1,45.19508467,-81.42702939
1,45.16852506,-81.4447358
1,45.15967185,-81.4447358
1,45.15081865,-81.46244221
1,45.15081865,-81.4447358
1,45.15081865,-81.41817619
1,45.15081865,-81.37391016
1,45.14196544,-81.40046978
1,45.13311224,-81.39161657
1,45.13311224,-81.36505696
1,45.13311224,-81.33849735
1,45.12425903,-81.39161657
1,45.12425903,-81.38276337
1,45.12425903,-81.33849735
1,45.12425903,-81.32079094
1,45.11540583,-81.40932298
1,45.09769942,-81.40932298
1,45.09769942,-81.30308453
1,45.09769942,-81.27652491
1,45.08884621,-81.39161657
1,45.08884621,-81.38276337
1,45.08884621,-81.29423132
1,45.08884621,-81.28537812
1,45.07999301,-81.45358901
1,45.0711398,-81.32964414
1,45.0711398,-81.27652491
1,45.0711398,-81.26767171
1,45.05343339,-81.37391016
1,45.05343339,-81.36505696
1,45.04458019,-81.36505696
1,45.04458019,-81.28537812
1,45.04458019,-81.27652491
1,45.03572698,-81.31193773
1,45.03572698,-81.29423132
1,45.03572698,-81.27652491
1,45.01802057,-81.27652491
1,45.00916737,-81.36505696
1,45.00916737,-81.30308453
1,45.00031416,-81.34735055
1,45.00031416,-81.32079094
1,44.99146096,-81.23225889
1,44.98260775,-81.34735055
1,44.96490135,-80.98436915
1,44.95604814,-80.99322236
1,44.94719494,-81.00207556
1,44.94719494,-80.99322236
1,44.93834173,-81.12602043
1,44.92063532,-81.35620376
1,44.92063532,-81.11716723
1,44.92063532,-81.01978197
1,44.91178212,-81.35620376
1,44.91178212,-81.33849735
1,44.91178212,-81.23225889
1,44.91178212,-81.16143325
1,44.91178212,-81.02863518
1,44.89407571,-81.32079094
1,44.89407571,-81.21455248
1,44.89407571,-81.0729012
1,44.89407571,-80.98436915
1,44.89407571,-80.96666274
1,44.8852225,-81.22340568
1,44.8852225,-81.01092877
1,44.8852225,-80.97551595
1,44.8763693,-81.32964414
1,44.8763693,-81.32079094
1,44.8763693,-81.28537812
1,44.86751609,-81.21455248
1,44.86751609,-81.19684607
1,44.86751609,-81.13487364
1,44.86751609,-81.01978197
1,44.85866289,-81.19684607
1,44.85866289,-81.18799286
1,44.84980968,-81.24111209
1,44.84980968,-81.17913966
1,44.84095648,-81.27652491
1,44.84095648,-81.24111209
1,44.83210327,-81.11716723
1,44.83210327,-81.10831402
1,44.81439686,-81.09060761
1,44.80554366,-81.09060761
1,44.80554366,-81.08175441
1,44.77013084,-81.28537812
1,44.77013084,-81.21455248
1,44.75242443,-81.2588185
1,44.73471802,-81.20569927
1,44.72586482,-81.18799286
1,44.71701161,-81.18799286
1,44.70815841,-81.23225889
1,44.70815841,-81.13487364
1,44.6993052,-81.05519479
1,44.690452,-81.24111209
1,44.690452,-81.17028645
1,44.67274559,-81.27652491
1,44.67274559,-81.21455248
1,44.67274559,-81.17913966
1,44.67274559,-81.15258004
1,44.66389238,-81.26767171
1,44.66389238,-81.20569927
1,44.66389238,-81.17028645
1,44.66389238,-81.16143325
1,44.65503918,-81.18799286
1,44.65503918,-81.17913966
1,44.5045347,-80.84271788
1,45.2482039,-81.64835951
1,45.2482039,-81.6306531
1,45.23049749,-81.55982747
1,45.23049749,-81.55097426
1,45.23049749,-81.49785503
1,45.23049749,-81.48900183
1,45.22164428,-81.48014862
1,45.21279108,-81.57753388
1,45.20393787,-81.46244221
1,45.19508467,-81.50670824
1,45.19508467,-81.49785503
1,45.19508467,-81.4358826
1,45.18623147,-81.47129542
1,45.15081865,-81.45358901
1,45.14196544,-81.39161657
1,45.13311224,-81.38276337
1,45.12425903,-81.48900183
1,45.12425903,-81.4358826
1,45.12425903,-81.41817619
1,45.12425903,-81.34735055
1,45.11540583,-81.42702939
1,45.11540583,-81.40046978
1,45.11540583,-81.31193773
1,45.11540583,-81.29423132
1,45.10655262,-81.40046978
1,45.10655262,-81.30308453
1,45.08884621,-81.45358901
1,45.08884621,-81.41817619
1,45.08884621,-81.40932298
1,45.08884621,-81.32079094
1,45.07999301,-81.4447358
1,45.07999301,-81.30308453
1,45.07999301,-81.27652491
1,45.0711398,-81.29423132
1,45.0622866,-81.36505696
1,45.0622866,-81.35620376
1,45.0622866,-81.33849735
1,45.0622866,-81.32964414
1,45.0622866,-81.29423132
1,45.05343339,-81.30308453
1,45.05343339,-81.29423132
1,45.03572698,-81.39161657
1,45.03572698,-81.38276337
1,45.03572698,-81.37391016
1,45.02687378,-81.32079094
1,45.00916737,-81.35620376
1,45.00916737,-81.34735055
1,45.00916737,-81.32079094
1,45.00031416,-81.4447358
1,45.00031416,-81.35620376
1,44.99146096,-81.34735055
1,44.99146096,-81.32964414
1,44.99146096,-81.24111209
1,44.98260775,-81.32079094
1,44.98260775,-81.24111209
1,44.98260775,-81.21455248
1,44.97375455,-81.24111209
1,44.96490135,-81.24111209
1,44.95604814,-81.29423132
1,44.95604814,-81.11716723
1,44.94719494,-81.21455248
1,44.94719494,-81.12602043
1,44.94719494,-81.11716723
1,44.93834173,-81.22340568
1,44.93834173,-81.21455248
1,44.92948853,-81.17028645
1,44.92948853,-81.03748838
1,44.92063532,-81.32964414
1,44.92063532,-81.12602043
1,44.91178212,-81.29423132
1,44.91178212,-81.17913966
1,44.91178212,-81.17028645
1,44.90292891,-81.21455248
1,44.90292891,-80.96666274
1,44.89407571,-81.29423132
1,44.89407571,-81.2588185
1,44.89407571,-81.2499653
1,44.89407571,-81.18799286
1,44.89407571,-81.17913966
1,44.89407571,-81.16143325
1,44.89407571,-80.95780954
1,44.8852225,-81.30308453
1,44.8852225,-81.29423132
1,44.8852225,-81.2588185
1,44.8763693,-81.01092877
1,44.8763693,-81.00207556
1,44.86751609,-81.2588185
1,44.86751609,-81.22340568
1,44.86751609,-81.16143325
1,44.85866289,-81.30308453
1,44.85866289,-81.29423132
1,44.85866289,-81.26767171
1,44.85866289,-81.17028645
1,44.84980968,-81.28537812
1,44.84980968,-81.27652491
1,44.84980968,-81.18799286
1,44.84980968,-81.08175441
1,44.84980968,-80.97551595
1,44.84095648,-81.29423132
1,44.84095648,-81.16143325
1,44.84095648,-81.10831402
1,44.83210327,-81.17913966
1,44.82325007,-81.08175441
1,44.81439686,-81.28537812
1,44.79669045,-81.26767171
1,44.78783725,-81.27652491
1,44.77013084,-81.15258004
1,44.76127763,-81.20569927
1,44.68159879,-81.15258004
1,44.65503918,-81.20569927
1,44.60191995,-81.22340568
1,45.23935069,-81.58638708
1,45.23049749,-81.39161657
1,45.23049749,-81.30308453
1,45.21279108,-81.48900183
1,45.19508467,-81.36505696
1,45.18623147,-81.61294669
1,45.18623147,-81.59524028
1,45.15967185,-81.58638708
1,45.15967185,-81.37391016
1,45.15081865,-81.40046978
1,45.15081865,-81.39161657
1,45.12425903,-81.55097426
1,45.12425903,-81.42702939
1,45.11540583,-81.38276337
1,45.11540583,-81.35620376
1,45.10655262,-81.40932298
1,45.09769942,-81.37391016
1,45.09769942,-81.32964414
1,45.08884621,-81.36505696
1,45.08884621,-81.35620376
1,45.08884621,-81.33849735
1,45.08884621,-81.27652491
1,45.07999301,-81.34735055
1,45.07999301,-81.33849735
1,45.0622866,-81.30308453
1,45.04458019,-81.31193773
1,45.02687378,-81.38276337
1,45.02687378,-81.30308453
1,45.02687378,-81.27652491
1,45.01802057,-81.35620376
1,45.01802057,-81.30308453
1,45.01802057,-81.28537812
1,45.00916737,-81.33849735
1,44.99146096,-81.38276337
1,44.99146096,-81.20569927
1,44.94719494,-81.14372684
1,44.94719494,-81.04634159
1,44.94719494,-81.02863518
1,44.93834173,-81.16143325
1,44.92948853,-81.32964414
1,44.92948853,-81.21455248
1,44.92948853,-81.16143325
1,44.92948853,-81.01092877
1,44.92063532,-81.30308453
1,44.92063532,-81.29423132
1,44.90292891,-81.35620376
1,44.89407571,-81.15258004
1,44.89407571,-81.10831402
1,44.8852225,-81.19684607
1,44.8852225,-81.15258004
1,44.8852225,-81.12602043
1,44.8763693,-81.14372684
1,44.8763693,-81.12602043
1,44.86751609,-80.96666274
1,44.84980968,-81.05519479
1,44.84980968,-81.02863518
1,44.84095648,-80.97551595
1,44.83210327,-81.17028645
1,44.83210327,-81.16143325
1,44.83210327,-81.15258004
1,44.81439686,-81.26767171
1,44.81439686,-81.16143325
1,44.80554366,-81.09946082
1,44.79669045,-81.28537812
1,44.79669045,-81.18799286
1,44.79669045,-80.92239672
1,44.79669045,-80.91354352
1,44.78783725,-81.28537812
1,44.78783725,-81.2588185
1,44.78783725,-81.11716723
1,44.75242443,-81.064048
1,44.73471802,-81.19684607
1,44.71701161,-81.2588185
1,44.70815841,-81.26767171
1,44.6993052,-81.26767171
1,44.6993052,-81.2588185
1,44.6993052,-81.2499653
1,44.6993052,-81.24111209
1,44.6993052,-81.20569927
1,44.6993052,-81.04634159
1,44.690452,-81.27652491
1,44.690452,-81.26767171
1,44.690452,-81.2588185
1,44.690452,-81.2499653
1,44.690452,-81.20569927
1,44.68159879,-81.28537812
1,44.68159879,-81.21455248
1,44.68159879,-81.16143325
1,44.68159879,-81.12602043
1,44.68159879,-81.11716723
1,44.68159879,-81.02863518
1,44.67274559,-81.26767171
1,44.67274559,-81.2499653
1,44.67274559,-81.22340568
1,44.67274559,-81.19684607
1,44.67274559,-81.0729012
